date,district,headline,source,url,year
2025-10-16,Women,4 Women Working In Field Killed In Lightning Strike In Tamil Nadu - NDTV,NDTV,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNRE1fb2FweC1mellFSWZFd2R0T3NTM3lVdHRZbG1yeC1NODdzUFRSSzNmQ0N2cG1aUDh4ODNxRS1tNEFVUzJuREdzUWlDdjlBcnJkX0dqbF9hbWIyOVYtc1pzYzVjQ0c3ZkJ3ekZjd3VobnNCVDFYZmZLUG1iNEh2VlpYYk1XTXJrSUMtZzkyLWtmMXBDTXhCRUtiT2lxOVRCOUFtcnd0V27SAbABQVVfeXFMUHZGOXk4RHFoZW9hVndUSXI0T0NrNVFHb1FlREpXdTJpNXA2TE5ON1Y4Ymp4N2ZLSGhqckhNVjBVeUFUTl9jNG5SVm94NUc2VWIyREVxOXdNRFc3aDF1anJYSXh1cGRoaEtBd1pfNmMzNW5fYVNUUnZqempLdVJBU1dNNFV1RlVVd3lGRGNyeUQ0azZuamd3amt3NnpGd2tnMmFQaW93SWcyT2hxUUtJSXE?oc=5,2025
2025-11-30,Bawaria,Bawaria gang and the 2005 murder of an AIADMK MLA in Tamil Nadu - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMixgFBVV95cUxQWTFYWWdTbFVVRmtBY1FKUWgyS3RaWl9UVGY2dmc2ZExmdjRVeVh0MW9qS2liYXZMUkpWeGhabWdnbFB2OFhoSzhjZ3Q3UFN2SXNKcUNZdVA3ek1pR05SVTRHNlNMOWtTX21kVk9ub0NwYXBwXzBPZ3BJb09aNFdnekJQTkpQNkFPQVF2U2N2UlZ1X1RaSFFDbGlvdERMNnhyYWtUQzM1RnE3U1Q5UWZKNnczSmU2dWZpR3NTR2pjWmNUUzYwTWfSAcwBQVVfeXFMTWlNRThITk50WWx0b2U0RkYtT3RidFNWclFhbVpxb1lkUHB6LVRvWm5BTkJfSUo4amtmSGFGcjNlMGdPSVJ4V2VZUTB6YnU2TWRkWDAyaFBtc3RZb29oZDhaTW5YZUF6S19KXzZuS3lON1BmR2dPekZEUFo0OGhtRHpZUkRIMU9ic1JYWDU2dFRvalNQUHhZeTEzblc4bUdFeWl5TC1OS2tBN0F2alk4Yy1aNk11VU9WOHo4TGtrRGNzOS1GbW1kMElWRHRI?oc=5,2025
2025-09-11,Tamil,"Tamil Nadu Man Beheads Wife, Her Alleged Partner, Surrenders With Severed Heads - NDTV",NDTV,https://news.google.com/rss/articles/CBMivwFBVV95cUxQNmlrZFlheHk2aW9hOFVwNkxKbG43OWhTRjJDTDNSTW5rUm9FS0pCYXVxUDlLWWYwcXZNVUhnanVnNUE3M2RCMmp0cDJTc0pEUTRlZk85SDNfT1dvZWtCQy1ldDJ0aUdyaVFQbl9XZlRUVWZtSDdWWEdXenpOdWh4NW1KTm53NUNsNC0zVG9oU0lxYk9rSFg5MnI0TkhlYk9lZXprUElwTHRhNWd2OWg2MXZkaDZCTk9CSWEzWTZIa9IBxwFBVV95cUxQMGxoZl92dXF5RW5ldURkaHZDc2dicnlHbnRGRXM0SWMyOS1rY0d3ejB3NURIZWVRcDdrYkt0aTFsR29wdjFFUFlYcVBRdkJjT3lmNUNIQ0FZUHdjWXNSM1l5R0FpSnlURURGZVd4NFZLUlN3TW9QemtTVzE5MGxhVXhmRDM5Mm9WVUJ2MHoxNmx5ZWVZRFRGdTcxZkwyMUR0ckc0cV9MVEd6Yl9FS1RWQkwybTRfYU9HejhnMU5BcUgyaHRpTXhj?oc=5,2025
2025-12-26,Kotagiri,Two men killed as unauthorised well caves in at Kil Kotagiri in Tamil Nadu - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPaG01OURWWkFTT1FIYl9yT1BLUV9xN0k4Sk00ZGVEVE5kaS1qTTRxU2NIdUswNU9GMXRaNGNfVC1McXFBMWVBYjdJVkdCa1JLdGQybUVwMm1FUFBzX05hR0JFaUlXX2tzWDVQc0pTNFFvYjBmNWJ1QWcwUHZJNXZ1ZllBOTZRVUt6REF6Q0VmbHVaQzhtMDZoNnE2M0o0ZnBxWDBoY00zNVd5eTh3UW5uaW5mTDJORGNMVTJVUWdzS2NwWTNSUFE1YzNVbHpkeFVlWGlERWRLMmRId9IB4AFBVV95cUxON2RCQzlfQW9sRTNxX1RFWDQxZF9POGVKTXpib2V1Qm9wVWRrQUp0RVhBamdfeWlMSTBYRGZ0OEpLVHdyMVpkOEJPUVNXN1k3WVFESnZqaWoweU14OE00Y0dqd2RFLTFGemF2MndJY0QzLUdmLVJUZk4tVm85bTZlNzRRR1NyYXozS3ZSRHdOTVRXM20tajdveldxOXE3RkNzaEtoNXMtQnA0R3pBaXdSRUV0QnFJenNJTmZubVZrRXN0UEJLQ3hNUVYyVldBOVhCTVgyWkwwNDkzLTYyR2prSg?oc=5,2025
2025-11-11,Security,Two Security Guards Killed During Temple Robbery Attempt In Tamil Nadu's Virudhunagar - NDTV,NDTV,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOaTBiOGhFMmtpN0RJNENET04xeVFodmFNT1pvYm1aeHdfNTAxcjRSM0lRM2RsZFNvS2RHWE1lSURhMWJzV2xpVTNWdk9UeEdjcnJnSDE0cWpiN190Q1M0RlZyYXFZMS13STNBSnh5OG5ncVJYSENoTkV4ZmJVOEQzWGFGdF9OeTVnQzNCVXIzQ3N1ZUxjYmZQdjZOdlhZMjdqSEluMnd6aTJ4dWZneENyU2x3SEN4U1ZzWndFS2kxaEpzZ9IBygFBVV95cUxQaWRHSjJHSjJQRHE1cWZQRTBFLW1vNVVzMlcyNEhsU1Qzbm5qck1JUzF3MGpkUXVKWkdfaWM0YXBwX0F2TFpSSDBlNXhTNW5RVkpOYkhPZldxeHVrdEt0YXlrd2FJVktWc3ZYZi00OXhDMG9PajdXc3dyaTNTaktPTmZNVUFWZGotQ0lETXRFT2N2cGFnUFJWMTRuRktFMGl2eFNlYldCR3FkWnplX2diYm9BSGpsbWZyWGpZd29wOW96NmNZOFREN1FB?oc=5,2025
2025-08-05,Namakkal,"Man murders three daughters, kills self in Namakkal - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMivAFBVV95cUxPX3gtQy04eWJ5RENUdmJYLWdEdFBmWEdCdmFIODhTeV91OUxoX2lVeFdJYmtRQ2NUWm5UZUNWTE9Cd2xRVUhBdDlsc0pydVhCdVdLdHVlcENKbUlLUXV1aEpfNzkzZHVjX1JsanE1ZkJ2YXAzek50cUhPWVd4aGNDZkFyNlJEVFBXcF9EVmRUQUxKYU1KbDhuN1pHdERoR3BaejFTRG9sTUZGb1ZnaTJnMkk2cXFZclZTV2NyONIBwwFBVV95cUxOdVpmUjBSMWNQU3dFSTJFZHpvczdtTVhQcDlTSF9Yelg4eUVVa2Vzbkl1UlFleVdiT09aUzByeGxaMFpWY2ROZlE0aXZFV0ozMWktbXpmSTR3NWpKMVpEUmNYWWViT1huSTB3WjEyLXY5Q1dyMHBuYWJPdWpGaFpZc29zVnRWNklNaVpQRTkwa3JEZjdVY0lyMFRzdVpWdngyNFNTWnBwWmU4ODNSVXdvdnM3OWR5Q3ROS2VHZWQ1dnplekE?oc=5,2025
2025-09-07,Tamil,The untold stories behind caste murders in Tamil Nadu - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMirwFBVV95cUxPUW9OeklGaHVpdFJPaWVTMS1IT1lMaWtSVU9scVNocTU0czFzQ0paa0plQnBTNGtVSWhWeUVrLW96X2JOd3YyRWFqaTZHTVlLeVZSTnpoUHQwel9ucHlJaTZsTm9XMTM3M1NIanpJR2FGbHpZY0E3VG5DbWdiZ25qOEFCRTd1c1R0NGxoeE5SWTdTOHA3LXBYRDFKMjV2dXdocHhuX00yVWFfX1dNQUFV0gG2AUFVX3lxTE5UUEo1N2xtSTlpRUpjYnNEUEFpRzZhUlNEczkzRDN2eFlUTU5HZGlWNkJvbUdDT041UjJvZFBQeG8zbGZ1cmNZbFVrUkZLYTg3ME1XMDVWck1PVDlpbTdXdzdIR3RuUXBMWDNCRHNpY0huaFEwQ1dPbnBMc0tWcDZDUnIxa3JwR1ZNQ09hS0MzWnRZT3FncmVNbzNzM0dFM044LWsxNWJ4aElCZ3p1d0RYdkNJcnBR?oc=5,2025
2025-11-07,Coimbatore,Suspected Kidnapping Of Woman In Coimbatore Triggers Massive Police Search - NDTV,NDTV,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQaGJOMFhmNVE4UmZjbTdLamVxRl9LVnN6ODA5ZjB1UVItVGNlN2JmQTdHUENiVnRsaThHQ01JbzRnT3N0QXpRdlNTakdYRy1sLVVscllyVGRBaWt6RlR2eHg5Q2FXRGw0aDlWY0RGYmZCVWRGTGdscDgzaU9DNXVKZGJTODJmNE9SZ0ZCa3cxdDVlc0FUZ1NFNXFOSjFXS0w4dGFFdVc1SGNIdk9wZk9nMDg4NHNFNFdieV9ySmh3cTQydTNMS1pwcEV5TWpyOVI0dGfSAdoBQVVfeXFMTndqSGZKdEVvdFRtOGZrLUxrSDA2WjRWYnNQZlZiLW1weTcxTFF3V0pFSFZpaWV2LXRPOFdPRHZ3WDdHUWNYNHJLR0cwZGtta1Njem9mcXBzNnZwcThVTDVrRWhJWDBBVjBnbHhGOTl4YXFoX3VhX19aYmxUeUpOWktRcnVuZEdsa3dYbFRCa1hmQjhHcmVETVhFT0wxT1BkOERrWnRNR2JURGVseWw2WllsZkR3UHg2djBKSFBzbE10Yk1aR2MxdzhqZ0ZhVEVYczlLaFNxbG5adnc?oc=5,2025
2025-11-28,Coimbatore,Coimbatore gang-rape case accused taken to crime spot to reconstruct events - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOZFkwdm5GYzhYaEVGOHhjdHZYMko0MGIwSG1mR0xtaThCQ0wtQzl5aXo2Mnp4VWRqOXFpTFRjUHhyWXhocWg3U05MTUhLUWtwTkp5M3NQSVlrQTlRcjRoZ3dWMFdJN3ZMOEM4VDR0ZjBfTmVuVG5YdkVhWXcwak1VWXpZZFEwNHlLRVVZMmNiTjB4N2RZWGpTU1M0a0VkTWUteldNVWc4LVFCeU01MTJKRmhQcmp1QWg3UlFLcVRqYTVSREZaTEszdzRXOUs0cDY2TURfek5mU1Q2X0nSAeIBQVVfeXFMUGI1UklMME9jUjFNdHJhY1gteVhoVGNaNEJKMjVJbHQ5UjNVcXFOQ3k1allnWEllOXF6R2V5SEcwdUxYWXh1akFpVWI5RHpMZFFHMDVGbWg2bW1DR1hYYkYtZFI3SFpPRVZZd0t2bklCUmd0a202aFlwSXVlZkVqSllENnpXVk5lSDZ1SHU1RnQ3LTVURy1fRzRTck9WSDNoTU5HQWUyTDdHYU9ERE94ZmxBVDJFeDEzWjFickswY2kwQWtaaUlhQ29HT19USl9vZ2F0Wk1qdllKYUEtRndaNmo2QQ?oc=5,2025
2025-12-11,Peaceful,Peaceful Protest Not a Crime: Madras High Court Quashes 2020 FIR Against Hindu Munnani Workers - LawBeat,LawBeat,https://news.google.com/rss/articles/CBMizgFBVV95cUxQWm0tNC1RYksyMnFMWE0yYXlnQ3hoV0VGZTA5SVJZMlVNTjhnMnhxWndBdFkwanBCWUdqbjZ2VE5wZzc3UWstdzdfbUk4UE5BaDhPVEVoQUduaVFhZlNhQWhoNzRzTFVNSVBNZ2hlSFBuZDAza1cyaFlSWWtNMFcyUlZyUjlnaXJseU1KZjhESUJOSUFjNDBoak5yRldvLUpMUzhWZlBxMm5ybm5XUzVFaDZ1amt5ZEg4Z0JJZnJIQVdLTE9jZDliMWJxQmJCd9IB0wFBVV95cUxOSEMtRTNDcldicno4YlhYb0lxT1lFY1FvNnBIS3BVLTNKSUVaLWt2WXBWX2pUbnRFNlM0X2I1cE1uRUFCbmJYUVM1aDNfUl94RE9qU0R0bjI0T1FUYnh0bmVuSHdyN21hNmd3N0VxanViaVc2Z2ZZbmwxTUFSOE1kS3V6RXAzUnQxUl9PakNJTm9lc21JUlFyaDlscUE0MTNuWnA5c0U4cGdqb1ZnemdDc0h4aU5WZW4ycVJWQ25Nb1phODE0SmprUEhiRnktNTJWb3A4?oc=5,2025
2025-11-13,Coimbatore,Coimbatore gang-rape case: Accused men suspected to be involved in unsolved robbery - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQV3BsaVU5YU5Zay1LLUdTdjNGZGpxZ1d3dHRDcW95aFBfUGVuSUhMb0Rkd0UwSFdZYzlhZjQxV0ZoTFYxYVdkcGZISERQaGg0dXRpclkwZjdlOWVMX1dRRFQxZVJkR2pRVlpKU1Mwd0FGaWdhNlBxUmdEOGswVXd0UkdpbU9FOXBBdUdCVUZvLV9oUi14eWNVSktTWDJHQlQ0S2NBY3ZNSk9CSDB6bUt2WDA5VWR6bkhKNUgxZlQ4ZUJlZTZFaUVkcERzOVVIcE1tNUVveGVSQ3VpSjl3eWlrdW9USGTSAesBQVVfeXFMTVAtV0Y5YjlGQVlFZU5sejBKa09CSUdMcjFxMWpWVHY1bVFic3hteW5HXzdBX2tsRHZCSzdIRXJ0U1hYc0tIaWQwSXVBM0dpOWhKaXdSUUJXZ3VEVkY4Ym0zcTVJVW5TRGRrb1Z2X1Fwa2oxUHpFN0xJY2txZnVVdTBSbDA5dW03bndRT2JqSWtZeUk4R1NZRDUza0lwMlpCdEhldVRBY1R5MENINkR2UWRyNVMwXzBaeEs1OFNiUkQ4eXIycUdRWEE5NHg4aDhDWXVLMC1rU0EtQXRuSlprOGFsNkdGUmVKVlBnYw?oc=5,2025
2025-11-26,Coimbatore,Coimbatore gang-rape: Police to file charge-sheet before December 4 - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOZFpPdDlicGN3b0xmeXBYeXY1Q0pvblVhY2Q2LUhPLVAtanFyaHFFbGtOcXdpNkdmRi1xZ1NKbmJwOEVhRFBjdjRiamUyQUY1b1A4WlJKeU9HeFptdjFsMnNlbVNsdXNzQWlxQzFDcnY3UWtGMzcxM1plaVlmV3l2d3VFRXFoMHpGM1pMVXMzelJsOGZtckZRU2JrOXdPU3JHalR1Vkx1T1FKcmtLLXlRLXBHWlJJUjB3QkdWaUVSRGJZWUlxMTk2Rk5VWkwxMGhibnfSAdgBQVVfeXFMTm9XVklMTEtyRk9jUnNNTWR6N2ZOVkhaNURSaU05Z3l0UDc2V1BrNU03YVo1bGZ0TjlNdUFPWE1nV2w0dHE1Q2xOemY2a19ISkxFNzRPSFNLNlZnUDk5aGNubGdtOENMWl9MSHhDcHo2dlhmcDV5OGRRY1hVd2N2RHQwR1pYT2xqMnRuN3dKWnFDdFE1aHRSVHBKSmVoT0Z5VlRYZkp6SVJzVXNNNnpySm03czB6MnVLb1EySEg2N3NvNWk5M19DdDNwN0lSeXZUUEhjN0U1VGpQ?oc=5,2025
2025-08-11,Coimbatore,"Stepped up vigil, alterations in Coimbatore police stations after strange death in SI’s room - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOMEFKZ2xnWGJRTHc2ZzNpSW9VTVUwX0dHeVdRS1JuMVhMMXp5cnNLcEpIQ2xQS1dYcHNlY0h2blBNYWtReEVVQlZpeHVYM05COHl4RmlxZEdlTkRjX0lNbEowTG9tVVAxcXd6emxTV3dKelRGNC16WGtFaWRkX0h0QkVJSkR6VmV6blk5LXNLUGx0bTQ5SEdpS2JHOF9oRnRfczJvRndHU19NN1NweHdYbHNJSHdzQlQxQjZXaHZZSmdqZVlZU2hFYV81Z2dJbUlqa2pnc1E2Rnc2cHhEWklzdTJlV2hEUS1SRk9GUElwY9IB9gFBVV95cUxOaXdrbWY2QzRlQU10aVBaM3FRTXlXRTdPYVUwS09FY1FvSVlVRnd1Vkl3V0plU0l5ZUpmNXN0WW1JZko3NTNTU1RkZFEtQkF6dmd3V3lRNlhLUEFwZkIzY1VSQ3JjWFE3eExpV3NwYzlXZ3Uzd09sNjRtbDZoMExrRmpaMkZxVmh3VFQyMXhHTXNOZFB1cTFGOW9EVVJYX3VnRlJjU2FTWklUVm16SUlXR2N2aks3SmRfTEFFOWx4dWptbnp0MlRrdVJHb3YyYW5Tam1oNFVlMWs0U2daZEktVUdUUjV3ODVjZmVwbS1wVFJnQXVES2c?oc=5,2025
2025-12-19,Coimbatore,Pawnbroker surrenders after beating woman to death in Coimbatore - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMizAFBVV95cUxOeW1Id1VSUGh5aldDcVI5Um9LTXlPYmN1a2JXZmE3REhOTTFUTGZKanZYYV9RSFFYZmI3Q1Y0a08ycUVfbXhLZVNSblBEUGZaQ0xoc3pfOEJ2WHE5Nk1yTVZLd3pyQmlqdS0zdGdBT3R3QmJYcWVNb1EtLXRIWHBqR1ZjeEVpRUhzNkxUaGUtWUxPZnA0X0J5cElxbWFwNnVUUkJCaUlZRzhvbllfaDBxcHRuaEdUcHhKUGRSSU9ZVGJjZy1Cdl81SG44enXSAdMBQVVfeXFMT0tDNFVFbEFrUGR5c1ZyRnFoTzNGc3pfSF9rVDBwZ1dTLXprZmVQRTZWRkMzVm5NYXJ6VkQzX3NMSXB0MHd3Z1RHcDktcXNhWVExT1oxNDM2WEVCZ3FkemhJcVJlWkFwVjZzTFFzZXYxUzNjNmFpR0JKNnJHbVNUb0hGbjhLSmJzV29nNGZCQmpRcVB1NDJOMFBvNnFiQzh4NGZlMFFVV04wVE1hM3I3TGpsNE95NXBWM2R3cnpOVDViYlRyOHB6eVlZRmlRTDVLanZpdw?oc=5,2025
2025-11-04,Coimbatore,Coimbatore gang rape: a hang-out for anti-social elements that turned into crime scene - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQZHpsaC02TUc5dFg5UmZyNm5Da3haVC1GemJFVGpGNUZ3a3ZVWVA4TkRQUzZtRE5za1ZuNTMzNUluSXF4S0pJNmtHX28tbTlpNHowYU9aazJFQUxoU001dVhLUm5uclZwUmFuNG5GQXhvYWhkajVlMXNleElPSG52cnFDa3paNk5aMUZVX2wyVjhIeXFKWkkzNjRibUFGaUtiZ0V3Sm5HWmdhWHVOUmlCZHRQZFg4eS0yTm1iNkNfNl9FU3FfeW1uSE9uZGwtbDExN3d6anpCdDlyaVhMOUFYd0VHbnVfSHBySUVBajdn0gH0AUFVX3lxTE5xLXpFWXNpZi00bjFXS0xpVzNDWi1iYndjM0NNM1FxMi1IWmFOMkR0dkRDekhlU2JLT0R0MEdOQktuZlozLXNndFRUT2pRckJnR1RseGpubE9XQlNWQkMtMEU5bmRrd2dRcWJ4Z2pESmdmS1BSd2JBTUF3cF8wUnJ6czN0emFEcHV0ekVZeDViX0h2QWRCYjZPNEkxM1Y0dDRHZV91Y0hKLS0tdXRhbDBCYVJDTlk1QlhLU2JmTy1wZHRoVEZpblE4aGFSa1NNR1JNZHZqQTZBSFVZV0pJYXJVVnRyRkxZYlgxVjJIaS1YREItN3k?oc=5,2025
2025-09-30,Tirunelveli,Tirunelveli city police arrests two individuals from Malappuram for online fraud of ₹22.16 lakh - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOd1V1QnVNQ2x2YlpUem9SbE0xdHplMUxlM3pIeVp2MkpRNHF1TmpqVzBIWlkzU2d4dTZpbFY5NVRSYXR1YWt3cXkwN1J5R3oyWm5PLVpTemtOMFRNdnMxVmdaU2loMmxKeTl5RmFtRTJNa24xV09WV2dHczFNVXRkTjFiNERXTjlvRTBqdXpURXJPZS1XTHl1MWc2blotSHZUeFl5amZkWUdqbXhsX19FLVdLbmtsQ2hNX0pUbXhIZ0pFbER4Mkd0b293ek9zdE95d29Kb25icDREQUZfaEtpNmRqRkY0RlQ4WnZpZ3JOc9IB9gFBVV95cUxNa3hVYmpOQ3FyWUNhakg1TDJqV093OGNnQ0dxNVhIaGVKcTBXRWs5TU5qWFVIdDNteDRGQ2ZLWHEwZnBmQmNoSzVpdWtTd3NOc0VxRjRNWUtMSUluS21tY0tuTEM2NzhJYldXSGY1WXlKaGYwaTdYYl9kaUJ2ajlpMUhYR2ZERWlNNzl5RVl5MTRVMWJzUjI4MEtOSVJDSHFnQUJ2Z1dpTGZ5eC1TRDR4RUJqd0d5WGNFZGVLMDZYVE5NLUJSV3R3Tlpwa1NnOVM2LXMzT25uVlNOck9NSENDNnQ1MkdTWXBOT1VRbnd6bDkzRVB2eWc?oc=5,2025
2025-12-17,Coimbatore,Three arrested for murder near Coimbatore - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMirgFBVV95cUxQMlFUVzB4OTZjT1dQQU9HZU83TVFuUVFMYlUwT2lSVHZHTzNxRWV4TjRxRFYydnZGY3VhZUdwVzN3YlN4c2tVck9Mam1ESWFYX2JkSmpBT1AwMkNIWE53YUhaZ2NZTnRDQUlTWVJMcDU3aDk2bzhicWxiWFE2N0s5ZTdEY004NC0xenN5M0d3SUVwN3JmbW0wMGNMOEVWX29oeE9iVEFBWnV2Mjd2eFHSAbQBQVVfeXFMTWl5MDAtX1RNZWZ5TExRcnQ2ZmhrWk1yMGEtbURuN3lKazJ3bU4td1hzNTgzazAtbURnWU1iT21wN0l1YkdBRkNjQXM5X1V2ZE1ZR2k3RlhpYmVIZFIzYXlRQ3hBMmFUN1VTRlo5Qng2Nm5OT3JLN0c2bjhVZ2VjNjZma0w4bDFYZ1FhaEZ5U0JoQWYza1Bkbnh6VE9SeWY3d3BMY3lLLTdfdkhYelFhWDcwd1Y2?oc=5,2025
2025-10-30,Septuagenarian’s,"Septuagenarian’s murder comes to light as bid by woman, paramour to kill husband fails - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQSjVzM3lvM01EMzlWMXVWdjZtNFEwMFNyTHpPc05Iei1zR0t6dmFhMWJ4YWFKTEVzbE1TOFJ0MVNyaEc5bWdsRnpIUjlVSk8ycFVOR3FYSEx0eWFVdWZ6Q0NaT1ROa2FIQ2VUNmU3eTBNeVhVNXRDel9jRkZLZ1VDek9pd1dwdWpDNDRhYk4wUXVaVWwxODF4Q2pXc1B6V0pkOENhcWFwMDczcGxiMGxjOHhHYk1nRm1JV0p6S04xRk9XWVlITHBDWWI2OGR0bmlpR3ItMDc1d1hfZXRfVzNLTjlnUV92WDDSAe4BQVVfeXFMTmJsR2ZHaHk2dGFpSHRPNlNfSmFnZHlwRTNuZ1lveFY3TlBhSzR1dG5uaWJMazctMDlHcU05N3BSei1fR2lTZHd1VFlld1BiRjNialprZmlqaXZSRzZScDVGcmdOVGNYeUJySG90UzNPby03ZzQ3WUdsc3BwUTFoLXB6LWVSTEx4Q0wxZTludUZfS0wzRmRxRXhwcHFlQ0FYQlVfUU02MHcyVGxCU1NQbUJReDhNVU5EdlpEZ09lbF8zZnpBblBsWkJJVi0yVEFpY3hPM1RCdWR1YkowSkhFci03cVBUWmxMQ1JJZnoxdw?oc=5,2025
2025-09-25,Coimbatore,Officer in-charge of Coimbatore children’s home arrested for beating inmate with belt - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi9gFBVV95cUxPYjh1R1NaRTN2MWluVzNvLUhiTnR0SURVZloyV2hsS2VfWlBRZWJXS0RUNWhQUVJLZk9aNzV2OUkwV1Z1dnBKLWw5b05pMFRLMnJESU1TVkZIOHlPcGRueWlSaWtJM0pwZU5DYXNIMksxNkszWGNBcDBXTl9UeUlmcUVrTEZjQ1EzaFpMSVJLTHI2aTZKZ3dlTTkybWZqam9JTFRTa0Y5d2hBOGRmcVlWYzRxeF9LSHBoUEFxTUpLOGU5MHJ2SDJCblJ6RFM3T0hqT2x3dmZ1S1JZbkt0R1JFekpZLVlMcFpyelpxRXU0T2lVX3owNUHSAfwBQVVfeXFMUGFjVnFDVlo5YUxqeUVBQXJueEZRY1VlT0JzOThUc2RXQ200bjdUZW9lNWhCSWVKRUNXbExDWXlIUXJ1LXM3bmEzT2xjR1MyaEprMUNfMENWcnJSRk9ETXZvV2s2Q29sLTJHYUlNYXRCMmp6Z08zcXJPZEJIV2lTOUVvZ2dBUjZoOFNwbHctYVFNekNxUktHb1g4QWRqM1JvS2tUQUJ1Yk51Ql81MHlGek9vVTA0aEI2SGdHdXhhT2E2WEhoSDJFNHZ5aEpncGJ5VW92U3Q2cnY1OEVJNnB2QXZQTy1IbmhacGljUWZIeTh0YThhQVdnSDFYVXFz?oc=5,2025
2025-08-05,Conviction,"Conviction rate in grave crimes improving in southern districts, says Inspector-General of Police - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNbWV5TVRfdjZva3BrS1ZmSUFMNDNfLTVGNTFMT2JNR3dwU0NLTnhsdFN0V1lTMENEeGtIWWRrRDNvUVp2UFhndkhrVkVXTkItTkY5UWc1LXhxenJhdzRrazRwNWlZNE5kY3I0bHFnQkd0YVctOVYtcGtJLXdLX3V6bG11c0RvSG52NllwS1F2UTJTNTlLTTdwWHdVWlFtWkx0bFJ3RGd2Sk9DSndZdFp4VjJvRjNhaklOYlFOR3RVb1lyUS1JUXU1dFVCQ3JnbE9PTFRWeGxnMkJoRk9qenZCSFdQRGdDX2N3ckYzdzN2RDVPM1HSAfoBQVVfeXFMTlM1M3Rsa2lhNkhWdEV6TXUtLXRVSmdRRkNlOWVzQzVlMUdlTUJXUGxCRV9wUkllTWprYkVscnBGdENrSDd6b0UxZXBoOFkwQ294QVdSVzJhQjJvU0UzVkl6eURxNU54UG9YN2x1Rk8xR1RBajUzbjRWUHl2YlVoSWZPdkRLMHk0VnhJMlNGZDVtUF9Ncl9MZWRhcjFsOEZZMU12SHAyRkE5OG9UYldUVkFIOE1IUW1HVmJLWTMwbzhISjhQZlo1bVFJYzFrWXNpMFNrTV9pam1DMnlDSG9jNzNZdFlUTmlQTV91a1BWajVqZm1RSHN3SG8wUQ?oc=5,2025
2025-11-04,Coimbatore,"Police to add 1,400 surveillance cameras, boost patrols in Coimbatore - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPUk4xcm5JOGpoaHV3V1lwQm9SM2p1ck5uYm5xSk5lLXViWHNEbHA2UC1WVnhvSWw0ZGs3LWZ2dGx2UGxMVF9tWUJ2S1A4M0lWcE8wR2dHWXFMV1ktbklCOFA1eS1RV3hpclIzSWlmYWdQUUxHU2pZRjBxekNBc3oza3hLczZkYy0zT3ZkREV1MmJSeW9QZ2ZiN2lsZVcwbWZUYi1XQWJFZmRfR2pTamFEc29nTTVqbEtScjF0MFlDdEFMQkY4N21HUHV6MWRXX3Ji0gHXAUFVX3lxTFBnY3Z0RU5GYmI0djM5Q3lOWWE0LTlFWUp3QzNQTmpLZTFvRmVBVUZCSkx0Q1ctbjZwUVJhODhodjhBdFp0TkNRMW11V0ZYVlEwc0xjM1V5SkQzSTlYbGRnakt3d2RxSEJSRDR3WUp0b093Z2xERktoVUUxUzlsYW40czBFN19fN1YzYVhHQnJBeDBKNTA4d2piNHhVYjlJMWN4aklLVGtlVjNJOUlaNjBXQk1HY1Z1aUZQUFdFdThHcnVMZjdkRm1FM0phUHdWa0x3aXl3VzlF?oc=5,2025
